OID_,Latitude,Longitude,Altitude,Aerosol_Ty,Date,CWA,STATE_ZONE,Elevation,MH_AGL
3047,37.95946097,-120.429339,1.72,5,2018-08-06,STO,CA220,467,1.253
3048,37.96241924,-120.4302173,1.72,5,2018-08-06,STO,CA220,468,1.252
3049,37.96537683,-120.4310948,1.72,5,2018-08-06,STO,CA220,472,1.248
3050,37.96833389,-120.4319717,1.36,5,2018-08-06,STO,CA220,480,0.88
3051,37.97129057,-120.4328482,1.72,5,2018-08-06,STO,CA220,514,1.206
3052,37.67674526,-121.8351156,3.52,6,2014-09-19,MTR,CA510,116,3.404
3053,37.67969494,-121.8360082,3.52,6,2014-09-19,MTR,CA510,101,3.419
3054,37.68264455,-121.8369002,3.52,6,2014-09-19,MTR,CA510,101,3.419
3055,37.68559429,-121.8377918,3.52,6,2014-09-19,MTR,CA510,110,3.41
3056,37.68854432,-121.838683,3.52,6,2014-09-19,MTR,CA510,110,3.41
3057,37.69149483,-121.8395739,3.52,6,2014-09-19,MTR,CA510,109,3.411
3058,37.69444599,-121.8404646,3.52,6,2014-09-19,MTR,CA510,110,3.41
3059,37.69739799,-121.8413552,3.52,6,2014-09-19,MTR,CA510,109,3.411
3060,37.700351,-121.8422458,3.52,6,2014-09-19,MTR,CA510,109,3.411
3061,37.70330521,-121.8431366,3.52,6,2014-09-19,MTR,CA510,111,3.409
3062,37.70626078,-121.8440275,3.52,6,2014-09-19,MTR,CA510,129,3.391
3063,37.70921789,-121.8449188,3.52,6,2014-09-19,MTR,CA510,133,3.387
3064,37.71217674,-121.8458104,3.52,6,2014-09-19,MTR,CA510,145,3.375
3065,37.71513748,-121.8467026,3.52,6,2014-09-19,MTR,CA510,146,3.374
3066,37.71810026,-121.8475953,3.52,6,2014-09-19,MTR,CA510,158,3.362
3067,37.72106498,-121.8484885,3.52,6,2014-09-19,MTR,CA510,198,3.322
3068,37.72403153,-121.8493823,3.52,6,2014-09-19,MTR,CA510,221,3.299
3069,37.72699976,-121.8502764,3.52,6,2014-09-19,MTR,CA510,210,3.31
3070,37.72996954,-121.8511709,3.52,6,2014-09-19,MTR,CA510,269,3.251
3071,37.73294074,-121.8520657,3.52,6,2014-09-19,MTR,CA510,228,3.292
3072,37.73591323,-121.8529607,3.52,6,2014-09-19,MTR,CA510,209,3.311
3073,37.73888688,-121.8538559,3.52,6,2014-09-19,MTR,CA510,253,3.267
3074,37.74186155,-121.8547513,3.52,6,2014-09-19,MTR,CA510,195,3.325
3075,37.74483711,-121.8556467,3.52,6,2014-09-19,MTR,CA510,169,3.351
3076,37.74781344,-121.8565421,2.02,3,2014-09-19,MTR,CA511,185,1.835
3077,37.75079038,-121.8574375,2.02,3,2014-09-19,MTR,CA511,226,1.794
3078,37.75376783,-121.8583327,2.02,3,2014-09-19,MTR,CA511,252,1.768
3079,37.75674563,-121.8592278,3.52,6,2014-09-19,MTR,CA511,233,3.287
3080,37.75972366,-121.8601227,3.52,6,2014-09-19,MTR,CA511,258,3.262
3081,37.76270181,-121.8610173,3.52,6,2014-09-19,MTR,CA511,230,3.29
3082,37.76568003,-121.8619115,3.52,6,2014-09-19,MTR,CA511,207,3.313
3083,37.76865829,-121.8628053,3.52,6,2014-09-19,MTR,CA511,198,3.322
3084,37.77163655,-121.8636986,3.52,6,2014-09-19,MTR,CA511,179,3.341
3085,37.7746148,-121.8645913,2.02,3,2014-09-19,MTR,CA511,188,1.832
3086,37.77759301,-121.8654835,2.02,3,2014-09-19,MTR,CA511,195,1.825
3087,37.78057113,-121.8663749,2.02,3,2014-09-19,MTR,CA511,203,1.817
3088,37.78354916,-121.8672657,3.52,6,2014-09-19,MTR,CA511,239,3.281
3089,37.78652704,-121.8681556,3.52,6,2014-09-19,MTR,CA511,213,3.307
3090,37.78950477,-121.8690446,3.52,6,2014-09-19,MTR,CA511,225,3.295
3091,37.79248231,-121.8699326,3.52,6,2014-09-19,MTR,CA511,216,3.304
3092,37.79545962,-121.8708197,3.52,6,2014-09-19,MTR,CA511,250,3.27
3093,37.79843669,-121.8717057,3.52,6,2014-09-19,MTR,CA511,220,3.3
3094,37.80141347,-121.8725905,3.52,6,2014-09-19,MTR,CA511,251,3.269
3095,37.80438995,-121.8734741,3.52,6,2014-09-19,MTR,CA511,292,3.228
3096,37.80736611,-121.8743565,3.52,6,2014-09-19,MTR,CA511,313,3.207
3097,37.81034194,-121.8752379,3.52,6,2014-09-19,MTR,CA511,280,3.24
3098,37.81331747,-121.8761184,3.52,6,2014-09-19,MTR,CA511,311,3.209
3099,37.81629272,-121.8769983,3.52,6,2014-09-19,MTR,CA511,336,3.184
3100,37.8192677,-121.8778779,3.52,6,2014-09-19,MTR,CA511,378,3.142
3101,37.82224244,-121.8787573,3.52,6,2014-09-19,MTR,CA511,451,3.069
3102,37.82521694,-121.8796368,3.52,6,2014-09-19,MTR,CA511,428,3.092
3103,37.82819122,-121.8805166,3.52,6,2014-09-19,MTR,CA511,463,3.057
3104,37.83116531,-121.881397,3.52,6,2014-09-19,MTR,CA511,580,2.94
3105,37.83413922,-121.8822782,3.52,6,2014-09-19,MTR,CA511,547,2.973
3106,37.83711296,-121.8831603,3.52,6,2014-09-19,MTR,CA511,546,2.974
3107,37.84008656,-121.8840437,3.52,6,2014-09-19,MTR,CA511,599,2.921
3108,37.84306003,-121.8849285,3.52,6,2014-09-19,MTR,CA511,559,2.961
3109,37.84603339,-121.8858151,3.52,6,2014-09-19,MTR,CA511,457,3.063
3110,37.84900665,-121.8867035,3.52,6,2014-09-19,MTR,CA511,445,3.075
3111,37.85197984,-121.887594,3.52,6,2014-09-19,MTR,CA511,417,3.103
3112,37.97424701,-120.4337245,1.72,5,2018-08-06,STO,CA220,521,1.199
3113,37.97720337,-120.4346008,1.72,5,2018-08-06,STO,CA220,584,1.136
3114,37.98015977,-120.4354774,1.72,5,2018-08-06,STO,CA220,571,1.149
3115,37.98311625,-120.4363542,1.33,5,2018-08-06,STO,CA220,540,0.79
3116,37.98607283,-120.4372315,1.33,5,2018-08-06,STO,CA220,527,0.803
3117,37.98902952,-120.4381094,1.33,5,2018-08-06,STO,CA220,499,0.831
3118,37.99198633,-120.438988,1.72,5,2018-08-06,STO,CA220,505,1.215
3119,37.99494328,-120.4398674,1.72,5,2018-08-06,STO,CA220,515,1.205
3120,37.99790039,-120.4407477,1.72,5,2018-08-06,STO,CA220,510,1.21
3121,38.00085766,-120.4416291,1.75,5,2018-08-06,STO,CA220,521,1.229
3122,38.00381511,-120.4425116,1.75,5,2018-08-06,STO,CA220,562,1.188
3123,38.00677276,-120.4433954,1.75,5,2018-08-06,STO,CA220,625,1.125
3124,38.00973063,-120.4442806,1.75,5,2018-08-06,STO,CA220,513,1.237
3125,38.01268872,-120.4451674,1.75,5,2018-08-06,STO,CA220,574,1.176
3126,38.01564704,-120.4460557,1.75,5,2018-08-06,STO,CA220,582,1.168
3127,38.01860563,-120.4469458,1.75,5,2018-08-06,STO,CA220,617,1.133
3128,38.02156448,-120.4478378,1.75,5,2018-08-06,STO,CA220,478,1.272
3129,38.0245236,-120.4487318,1.75,5,2018-08-06,STO,CA220,514,1.236
3130,38.02748292,-120.4496275,1.75,5,2018-08-06,STO,CA220,580,1.17
3131,38.03044233,-120.450525,1.75,5,2018-08-06,STO,CA220,548,1.202
3132,38.03340175,-120.451424,1.75,5,2018-08-06,STO,CA220,384,1.366
3133,38.03636108,-120.4523244,1.75,5,2018-08-06,STO,CA220,369,1.381
3134,38.03932024,-120.453226,1.75,5,2018-08-06,STO,CA220,319,1.431
3135,38.04227913,-120.4541288,1.75,5,2018-08-06,STO,CA220,319,1.431
3136,38.04523765,-120.4550325,0.85,3,2018-08-06,STO,CA220,354,0.496
3137,38.04819572,-120.455937,0.85,3,2018-08-06,STO,CA220,550,0.3
3138,38.05115324,-120.4568421,0.85,3,2018-08-06,STO,CA220,648,0.202
3139,38.05411013,-120.4577478,1.84,3,2018-08-06,STO,CA220,654,1.186
3140,38.05706628,-120.4586538,1.84,3,2018-08-06,STO,CA220,640,1.2
3141,38.0600216,-120.45956,1.84,3,2018-08-06,STO,CA220,612,1.228
3142,38.06297601,-120.4604662,1.84,3,2018-08-06,STO,CA220,594,1.246
3143,38.06592941,-120.4613724,1.84,3,2018-08-06,STO,CA220,529,1.311
3144,38.06888175,-120.4622783,1.84,3,2018-08-06,STO,CA220,462,1.378
3145,38.07183312,-120.463184,1.84,3,2018-08-06,STO,CA220,511,1.329
3146,38.07478364,-120.4640893,1.84,3,2018-08-06,STO,CA220,551,1.289
3147,38.07773346,-120.4649942,1.84,3,2018-08-06,STO,CA220,536,1.304
3148,38.0806827,-120.4658986,1.03,3,2018-08-06,STO,CA220,522,0.508
3149,38.0836315,-120.4668026,1.03,3,2018-08-06,STO,CA220,541,0.489
3150,38.08657998,-120.467706,1.03,3,2018-08-06,STO,CA220,546,0.484
3151,38.08952828,-120.4686088,1.84,5,2018-08-06,STO,CA220,540,1.3
3152,38.09247653,-120.4695109,1.84,5,2018-08-06,STO,CA220,541,1.299
3153,38.09542486,-120.4704123,1.84,5,2018-08-06,STO,CA220,542,1.298
3154,38.09837339,-120.471313,1.84,5,2018-08-06,STO,CA220,556,1.284
3155,38.10132227,-120.4722128,1.84,5,2018-08-06,STO,CA220,590,1.25
3156,38.10427163,-120.4731118,1.84,5,2018-08-06,STO,CA220,592,1.248
3157,38.10722158,-120.4740098,1.84,5,2018-08-06,STO,CA220,658,1.182
3158,38.11017227,-120.4749069,1.84,5,2018-08-06,STO,CA220,718,1.122
3159,38.1131238,-120.475803,1.84,5,2018-08-06,STO,CA220,659,1.181
3160,38.11607614,-120.4766981,1.84,5,2018-08-06,STO,CA220,651,1.189
3161,38.11902924,-120.4775924,1.84,5,2018-08-06,STO,CA220,669,1.171
3162,38.12198305,-120.4784858,1.84,5,2018-08-06,STO,CA220,758,1.082
3163,38.12493752,-120.4793785,1.84,5,2018-08-06,STO,CA220,750,1.09
3164,38.12789259,-120.4802706,1.84,5,2018-08-06,STO,CA220,752,1.088
3165,38.13084821,-120.481162,1.84,5,2018-08-06,STO,CA220,644,1.196
3166,38.13380432,-120.482053,1.93,3,2018-08-06,STO,CA220,713,1.217
3167,38.13676089,-120.4829435,1.93,3,2018-08-06,STO,CA220,755,1.175
3168,38.13971784,-120.4838336,1.93,3,2018-08-06,STO,CA220,745,1.185
3169,38.14267514,-120.4847234,1.93,2,2018-08-06,STO,CA220,781,1.149
3170,38.14563273,-120.485613,1.93,2,2018-08-06,STO,CA220,775,1.155
3171,38.14859055,-120.4865025,1.93,2,2018-08-06,STO,CA220,693,1.237
3172,39.33267887,-113.059229,7.09,6,2010-09-30,SLC,UT492,1510,5.58
3173,39.33564276,-113.060158,7.09,6,2010-09-30,SLC,UT492,1508,5.582
3174,39.33860612,-113.0610878,7.09,6,2010-09-30,SLC,UT492,1500,5.59
3175,39.34156888,-113.0620185,7.09,6,2010-09-30,SLC,UT492,1495,5.595
3176,39.34453097,-113.0629501,7.09,6,2010-09-30,SLC,UT492,1491,5.599
3177,39.34749234,-113.0638825,7.09,6,2010-09-30,SLC,UT492,1497,5.593
3178,39.35045291,-113.0648159,7.09,6,2010-09-30,SLC,UT492,1502,5.588
3179,39.35341263,-113.0657501,7.09,6,2010-09-30,SLC,UT492,1510,5.58
3180,39.35637145,-113.0666853,7.09,6,2010-09-30,SLC,UT492,1513,5.577
3181,39.35932946,-113.0676211,7.09,6,2010-09-30,SLC,UT492,1516,5.574
3182,39.36228677,-113.0685576,7.09,6,2010-09-30,SLC,UT492,1519,5.571
3183,39.36524347,-113.0694943,7.09,6,2010-09-30,SLC,UT492,1525,5.565
3184,39.36819969,-113.0704312,7.09,6,2010-09-30,SLC,UT492,1529,5.561
3185,39.37115552,-113.071368,7.09,6,2010-09-30,SLC,UT492,1532,5.558
3186,39.37411108,-113.0723046,7.09,6,2010-09-30,SLC,UT492,1539,5.551
3187,39.37706646,-113.0732408,7.09,6,2010-09-30,SLC,UT492,1543,5.547
3188,39.38002179,-113.0741763,7.09,6,2010-09-30,SLC,UT492,1544,5.546
3189,39.38297716,-113.075111,7.09,6,2010-09-30,SLC,UT492,1550,5.54
3190,39.38593269,-113.0760447,7.09,6,2010-09-30,SLC,UT492,1551,5.539
3191,39.38888848,-113.0769772,7.09,6,2010-09-30,SLC,UT492,1556,5.534
3192,39.39184463,-113.0779082,7.09,6,2010-09-30,SLC,UT492,1557,5.533
3193,39.39480127,-113.0788377,7.09,6,2010-09-30,SLC,UT492,1562,5.528
3194,39.39775848,-113.0797653,7.09,6,2010-09-30,SLC,UT492,1564,5.526
3195,39.40071637,-113.080691,7.09,6,2010-09-30,SLC,UT492,1569,5.521
3196,39.40367488,-113.081615,7.09,6,2010-09-30,SLC,UT492,1573,5.517
3197,39.40663399,-113.0825373,7.09,6,2010-09-30,SLC,UT492,1576,5.514
3198,39.40959362,-113.0834583,7.09,6,2010-09-30,SLC,UT492,1580,5.51
3199,39.41255373,-113.0843782,7.09,6,2010-09-30,SLC,UT492,1585,5.505
3200,37.85495297,-121.8884865,3.52,6,2014-09-19,MTR,CA511,382,3.138
3201,37.85792604,-121.8893808,3.52,6,2014-09-19,MTR,CA511,369,3.151
3202,37.86089908,-121.8902769,3.52,6,2014-09-19,MTR,CA511,326,3.194
3203,37.8638721,-121.8911744,3.52,6,2014-09-19,MTR,CA511,369,3.151
3204,37.86684512,-121.8920733,3.52,6,2014-09-19,MTR,CA511,381,3.139
3205,37.86981814,-121.8929734,3.52,6,2014-09-19,MTR,CA511,455,3.065
3206,37.87279119,-121.8938746,3.73,5,2014-09-19,MTR,CA511,514,3.216
3207,37.87576427,-121.8947767,3.73,5,2014-09-19,MTR,CA511,551,3.179
3208,37.87873739,-121.8956796,3.73,5,2014-09-19,MTR,CA511,571,3.159
3209,37.88171059,-121.8965831,3.73,5,2014-09-19,MTR,CA511,625,3.105
3210,37.88468386,-121.897487,3.73,5,2014-09-19,MTR,CA511,674,3.056
3211,37.88765722,-121.8983912,3.73,5,2014-09-19,MTR,CA511,766,2.964
3212,37.89063069,-121.8992955,3.73,5,2014-09-19,MTR,CA511,947,2.783
3213,37.89360428,-121.9001999,3.73,5,2014-09-19,MTR,CA511,1055,2.675
3214,37.89657799,-121.9011041,3.73,5,2014-09-19,MTR,CA511,942,2.788
3215,37.89955182,-121.9020081,3.73,5,2014-09-19,MTR,CA511,890,2.84
3216,37.90252572,-121.902912,3.73,5,2014-09-19,MTR,CA511,764,2.966
3217,37.90549969,-121.9038158,3.73,5,2014-09-19,MTR,CA511,667,3.063
3218,37.90847368,-121.9047194,3.73,5,2014-09-19,MTR,CA511,516,3.214
3219,37.91144767,-121.9056229,3.73,5,2014-09-19,MTR,CA511,359,3.371
3220,37.91442165,-121.9065262,3.73,5,2014-09-19,MTR,CA511,270,3.46
3221,37.91739558,-121.9074295,3.73,5,2014-09-19,MTR,CA511,226,3.504
3222,37.92036943,-121.9083326,3.73,5,2014-09-19,MTR,CA511,199,3.531
3223,37.92334318,-121.9092357,3.73,5,2014-09-19,MTR,CA511,186,3.544
3224,37.92631681,-121.9101386,1.99,3,2014-09-19,MTR,CA511,271,1.719
3225,37.92929028,-121.9110415,1.99,3,2014-09-19,MTR,CA511,268,1.722
3226,37.93226358,-121.9119443,1.99,3,2014-09-19,MTR,CA511,270,1.72
3227,37.93523667,-121.912847,2.02,5,2014-09-19,MTR,CA511,272,1.748
3228,37.93820953,-121.9137497,3.73,5,2014-09-19,MTR,CA511,245,3.485
3229,37.94118213,-121.9146523,3.73,5,2014-09-19,MTR,CA511,230,3.5
3230,37.94415437,-121.9155549,3.73,5,2014-09-19,MTR,CA511,230,3.5
3231,37.94712615,-121.9164575,3.73,5,2014-09-19,MTR,CA511,320,3.41
3232,37.95009738,-121.9173601,3.73,5,2014-09-19,MTR,CA511,266,3.464
3233,37.95306795,-121.9182628,3.73,5,2014-09-19,MTR,CA511,242,3.488
3234,37.95603776,-121.9191656,3.73,5,2014-09-19,MTR,CA511,258,3.472
3235,37.95900673,-121.9200685,3.73,5,2014-09-19,MTR,CA511,324,3.406
3236,37.96197473,-121.9209715,3.73,5,2014-09-19,MTR,CA511,316,3.414
3237,37.96494168,-121.9218748,3.73,5,2014-09-19,MTR,CA511,271,3.459
3238,37.96790747,-121.9227782,3.73,5,2014-09-19,MTR,CA511,235,3.495
3239,37.97087201,-121.9236819,3.73,5,2014-09-19,MTR,CA511,252,3.478
3240,37.97383519,-121.9245858,3.73,5,2014-09-19,MTR,CA511,368,3.362
3241,37.97679692,-121.92549,3.73,5,2014-09-19,MTR,CA511,338,3.392
3242,37.97975709,-121.9263946,3.73,5,2014-09-19,MTR,CA511,298,3.432
3243,37.98271561,-121.9272995,3.73,5,2014-09-19,MTR,CA511,340,3.39
3244,37.98567243,-121.9282047,3.73,5,2014-09-19,MTR,CA511,289,3.441
3245,37.98862778,-121.9291102,3.73,5,2014-09-19,MTR,CA510,279,3.451
3246,37.99158195,-121.9300156,3.73,5,2014-09-19,MTR,CA510,231,3.499
3247,37.99453521,-121.9309207,3.73,5,2014-09-19,MTR,CA510,218,3.512
3248,37.99748784,-121.9318254,3.73,5,2014-09-19,MTR,CA510,207,3.523
3249,38.00044014,-121.9327295,3.73,5,2014-09-19,MTR,CA510,140,3.59
3250,38.00339239,-121.9336328,3.73,5,2014-09-19,MTR,CA510,106,3.624
3251,38.00634486,-121.9345349,3.73,5,2014-09-19,MTR,CA510,108,3.622
3252,38.00929785,-121.9354359,3.73,5,2014-09-19,MTR,CA510,126,3.604
3253,38.01225163,-121.9363353,3.73,5,2014-09-19,MTR,CA510,81,3.649
3254,38.01520649,-121.9372331,3.73,5,2014-09-19,MTR,CA510,54,3.676
3255,38.01816271,-121.938129,3.73,5,2014-09-19,MTR,CA510,32,3.698
3256,38.02112058,-121.9390229,3.73,5,2014-09-19,MTR,CA510,33,3.697
3257,38.02408038,-121.9399144,3.73,5,2014-09-19,MTR,CA510,25,3.705
3258,38.02704239,-121.9408035,3.73,5,2014-09-19,MTR,CA510,17,3.713
3259,38.0300068,-121.94169,3.73,5,2014-09-19,MTR,CA510,10,3.72
3260,38.15154855,-120.4873919,1.93,3,2018-08-06,STO,CA220,566,1.364
3261,38.15450668,-120.4882813,1.93,3,2018-08-06,STO,CA220,549,1.381
3262,38.15746491,-120.4891707,1.93,3,2018-08-06,STO,CA220,583,1.347
3263,38.16042327,-120.4900603,1.93,5,2018-08-06,STO,CA220,687,1.243
3264,38.16338181,-120.4909501,1.48,5,2018-08-06,STO,CA220,710,0.77
3265,38.16634058,-120.4918401,1.93,5,2018-08-06,STO,CA220,661,1.269
3266,38.16929964,-120.4927306,1.36,5,2018-08-06,STO,CA220,586,0.774
3267,38.17225903,-120.4936214,1.36,5,2018-08-06,STO,CA220,573,0.787
3268,38.17521882,-120.4945128,1.36,5,2018-08-06,STO,CA220,645,0.715
3269,38.17817905,-120.4954048,2.02,5,2018-08-06,STO,CA220,651,1.369
3270,38.18113977,-120.4962974,2.02,5,2018-08-06,STO,CA220,522,1.498
3271,38.18410104,-120.4971907,2.02,5,2018-08-06,STO,CA220,488,1.532
3272,38.1870629,-120.4980848,2.02,5,2018-08-06,STO,CA220,650,1.37
3273,38.19002542,-120.4989798,2.02,5,2018-08-06,STO,CA220,623,1.397
3274,38.19298864,-120.4998758,2.02,5,2018-08-06,STO,CA220,543,1.477
3275,38.19595261,-120.5007728,2.02,5,2018-08-06,STO,CA220,500,1.52
3276,38.19891739,-120.5016708,2.02,5,2018-08-06,STO,CA220,485,1.535
3277,38.20188301,-120.50257,2.02,5,2018-08-06,STO,CA220,508,1.512
3278,38.20484944,-120.5034703,2.02,5,2018-08-06,STO,CA220,558,1.462
3279,38.20781664,-120.5043716,2.02,5,2018-08-06,STO,CA220,512,1.508
3280,38.21078455,-120.5052737,2.02,5,2018-08-06,STO,CA220,612,1.408
3281,38.21375314,-120.5061766,2.02,5,2018-08-06,STO,CA220,604,1.416
3282,38.21672234,-120.5070803,2.02,5,2018-08-06,STO,CA220,553,1.467
3283,38.21969213,-120.5079845,1.42,5,2018-08-06,STO,CA220,631,0.789
3284,38.22266243,-120.5088892,2.14,5,2018-08-06,STO,CA220,659,1.481
3285,38.22563323,-120.5097943,2.14,5,2018-08-06,STO,CA220,727,1.413
3286,38.22860445,-120.5106997,2.14,5,2018-08-06,STO,CA220,746,1.394
3287,38.23157606,-120.5116054,2.14,5,2018-08-06,STO,CA220,784,1.356
3288,38.23454801,-120.5125112,2.14,5,2018-08-06,STO,CA220,821,1.319
3289,38.23752025,-120.513417,2.14,5,2018-08-06,STO,CA220,808,1.332
3290,38.24049274,-120.5143227,2.14,5,2018-08-06,STO,CA220,790,1.35
3291,38.24346542,-120.5152283,2.14,5,2018-08-06,STO,CA220,770,1.37
3292,38.24643826,-120.5161336,2.14,5,2018-08-06,STO,CA220,769,1.371
3293,38.24941124,-120.5170386,1.78,5,2018-08-06,STO,CA220,781,0.999
3294,38.25238435,-120.5179434,1.78,5,2018-08-06,STO,CA220,779,1.001
3295,38.25535756,-120.5188478,1.78,5,2018-08-06,STO,CA220,790,0.99
3296,38.25833088,-120.5197519,2.14,5,2018-08-06,STO,CA220,778,1.362
3297,38.26130429,-120.5206557,2.14,5,2018-08-06,STO,CA220,728,1.412
3298,38.26427777,-120.5215591,2.14,5,2018-08-06,STO,CA220,660,1.48
3299,38.26725132,-120.522462,1.48,5,2018-08-06,STO,CA220,712,0.768
3300,38.27022491,-120.5233646,1.48,5,2018-08-06,STO,CA220,750,0.73
3301,38.27319855,-120.5242668,1.48,5,2018-08-06,STO,CA220,755,0.725
3302,38.27617221,-120.5251685,1.48,5,2018-08-06,STO,CA220,790,0.69
3303,38.27914588,-120.5260697,1.48,5,2018-08-06,STO,CA220,829,0.651
3304,38.28211956,-120.5269705,1.48,5,2018-08-06,STO,CA220,811,0.669
3305,38.28509322,-120.5278707,1.48,5,2018-08-06,STO,CA220,798,0.682
3306,38.28806686,-120.5287704,1.48,5,2018-08-06,STO,CA220,787,0.693
3307,38.29104047,-120.5296696,1.48,5,2018-08-06,STO,CA220,813,0.667
3308,38.29401405,-120.5305683,1.48,5,2018-08-06,STO,CA220,803,0.677
3309,38.29698761,-120.5314665,1.48,5,2018-08-06,STO,CA220,705,0.775
3310,38.29996117,-120.5323643,1.48,5,2018-08-06,STO,CA220,793,0.687
3311,38.30293472,-120.5332617,1.48,5,2018-08-06,STO,CA220,861,0.619
3312,38.30590828,-120.5341587,1.48,5,2018-08-06,STO,CA220,826,0.654
3313,38.30888185,-120.5350554,1.48,5,2018-08-06,STO,CA220,800,0.68
3314,38.31185545,-120.5359518,2.05,5,2018-08-06,STO,CA220,800,1.25
3315,38.31482909,-120.5368479,2.05,5,2018-08-06,STO,CA220,820,1.23
3316,38.31780277,-120.5377438,2.05,5,2018-08-06,STO,CA220,834,1.216
3317,38.3207765,-120.5386395,2.05,5,2018-08-06,STO,CA220,838,1.212
3318,38.32375029,-120.539535,2.05,5,2018-08-06,STO,CA220,829,1.221
3319,38.32672415,-120.5404305,2.05,5,2018-08-06,STO,CA220,794,1.256
3320,39.41551426,-113.085297,7.09,6,2010-09-30,SLC,UT492,1589,5.501
3321,39.41847516,-113.0862152,7.09,6,2010-09-30,SLC,UT492,1592,5.498
3322,39.42143638,-113.0871328,7.09,6,2010-09-30,SLC,UT492,1596,5.494
3323,39.42439786,-113.0880502,7.09,6,2010-09-30,SLC,UT492,1599,5.491
3324,39.42735954,-113.0889674,7.09,6,2010-09-30,SLC,UT492,1600,5.49
3325,39.43032138,-113.0898847,7.09,6,2010-09-30,SLC,UT492,1599,5.491
3326,39.43328332,-113.0908023,7.09,6,2010-09-30,SLC,UT492,1602,5.488
3327,39.4362453,-113.0917205,7.09,6,2010-09-30,SLC,UT492,1604,5.486
3328,39.43920727,-113.0926394,7.09,6,2010-09-30,SLC,UT492,1614,5.476
3329,39.44216919,-113.0935593,7.09,6,2010-09-30,SLC,UT492,1616,5.474
3330,39.445131,-113.0944802,7.09,6,2010-09-30,SLC,UT492,1617,5.473
3331,39.44809269,-113.0954023,7.09,6,2010-09-30,SLC,UT492,1614,5.476
3332,39.45105426,-113.0963254,7.09,6,2010-09-30,SLC,UT492,1611,5.479
3333,39.45401572,-113.0972494,7.09,6,2010-09-30,SLC,UT492,1616,5.474
3334,39.45697706,-113.0981744,7.09,6,2010-09-30,SLC,UT492,1623,5.467
3335,39.45993828,-113.0991002,7.09,6,2010-09-30,SLC,UT492,1626,5.464
3336,39.46289938,-113.1000268,7.09,6,2010-09-30,SLC,UT492,1632,5.458
3337,39.46586035,-113.1009541,7.09,6,2010-09-30,SLC,UT492,1638,5.452
3338,39.46882121,-113.101882,7.09,6,2010-09-30,SLC,UT492,1646,5.444
3339,39.47178194,-113.1028106,7.09,6,2010-09-30,SLC,UT492,1653,5.437
3340,39.47474254,-113.1037397,7.09,6,2010-09-30,SLC,UT492,1659,5.431
3341,39.47770302,-113.1046692,7.09,6,2010-09-30,SLC,UT492,1659,5.431
3342,39.48066338,-113.1055992,7.09,6,2010-09-30,SLC,UT492,1659,5.431
3343,39.48362361,-113.1065294,7.09,6,2010-09-30,SLC,UT492,1658,5.432
3344,39.48658371,-113.10746,7.09,6,2010-09-30,SLC,UT492,1682,5.408
3345,39.48954369,-113.1083908,7.09,6,2010-09-30,SLC,UT492,1685,5.405
3346,39.49250361,-113.1093217,7.09,6,2010-09-30,SLC,UT492,1701,5.389
3347,39.49546353,-113.1102526,7.09,6,2010-09-30,SLC,UT492,1681,5.409
3348,39.49842351,-113.1111834,7.09,6,2010-09-30,SLC,UT492,1702,5.388
3349,39.50138362,-113.1121139,7.09,6,2010-09-30,SLC,UT492,1710,5.38
3350,39.50434392,-113.1130441,7.09,6,2010-09-30,SLC,UT492,1700,5.39
3351,39.50730448,-113.1139739,7.09,6,2010-09-30,SLC,UT492,1723,5.367
3352,39.51026536,-113.1149032,7.42,5,2010-09-30,SLC,UT492,1694,5.726
3353,39.51322662,-113.1158318,7.42,5,2010-09-30,SLC,UT492,1692,5.728
3354,39.51618833,-113.1167597,7.42,5,2010-09-30,SLC,UT492,1727,5.693
3355,39.51915056,-113.1176866,7.42,5,2010-09-30,SLC,UT492,1698,5.722
3356,39.52211336,-113.1186126,7.42,5,2010-09-30,SLC,UT492,1708,5.712
3357,39.5250768,-113.1195375,7.42,5,2010-09-30,SLC,UT492,1693,5.727
3358,39.52804094,-113.1204613,7.42,5,2010-09-30,SLC,UT492,1671,5.749
3359,39.53100586,-113.1213837,7.42,5,2010-09-30,SLC,UT492,1671,5.749
3360,39.53397158,-113.1223047,7.42,5,2010-09-30,SLC,UT492,1670,5.75
3361,39.536938,-113.1232245,7.42,5,2010-09-30,SLC,UT492,1680,5.74
3362,39.539905,-113.124143,7.42,5,2010-09-30,SLC,UT492,1687,5.733
3363,39.54287246,-113.1250605,7.42,5,2010-09-30,SLC,UT492,1683,5.737
3364,39.54584024,-113.1259771,7.42,5,2010-09-30,SLC,UT492,1676,5.744
3365,39.54880822,-113.1268928,7.42,5,2010-09-30,SLC,UT492,1669,5.751
3366,39.55177628,-113.1278079,7.42,5,2010-09-30,SLC,UT492,1665,5.755
3367,39.55474428,-113.1287223,7.42,5,2010-09-30,SLC,UT492,1677,5.743
3368,39.5577121,-113.1296363,7.42,5,2010-09-30,SLC,UT492,1679,5.741
3369,39.56067961,-113.1305499,7.42,5,2010-09-30,SLC,UT492,1672,5.748
3370,39.56364669,-113.1314632,7.42,5,2010-09-30,SLC,UT492,1670,5.75
3371,39.5666132,-113.1323765,7.42,5,2010-09-30,SLC,UT492,1667,5.753
3372,39.56957903,-113.1332897,7.42,5,2010-09-30,SLC,UT492,1665,5.755
